OrderId;OrderDate;ShipDate;ShipMode;City;CustomerId;OrderDateCalc;IngestionDate;loadingTime;filename
CA-2015-167164;2015-05-13;2015/05/15;Second Class;West Jordan;AG-10270;2015-05-13;2022-06-21;04:41:50;train.csv
CA-2015-143336;2015-08-27;2015/01/09;Second Class;San Francisco;ZD-21925;2015-08-27;2022-06-21;04:41:50;train.csv
CA-2015-143336;2015-08-27;2015/01/09;Second Class;San Francisco;ZD-21925;2015-08-27;2022-06-21;04:41:50;train.csv
CA-2015-143336;2015-08-27;2015/01/09;Second Class;San Francisco;ZD-21925;2015-08-27;2022-06-21;04:41:50;train.csv
CA-2017-137330;2017-09-12;2017/12/13;Standard Class;Fremont;KB-16585;2017-09-12;2022-06-21;04:41:50;train.csv
CA-2017-137330;2017-09-12;2017/12/13;Standard Class;Fremont;KB-16585;2017-09-12;2022-06-21;04:41:50;train.csv
US-2018-156909;2018-07-16;2018/07/18;Second Class;Philadelphia;SF-20065;2018-07-16;2022-06-21;04:41:50;train.csv
CA-2016-106320;2016-09-25;2016/09/30;Standard Class;Orem;EB-13870;2016-09-25;2022-06-21;04:41:50;train.csv
CA-2017-121755;2017-01-16;2017/01/20;Second Class;Los Angeles;EH-13945;2017-01-16;2022-06-21;04:41:50;train.csv
CA-2017-121755;2017-01-16;2017/01/20;Second Class;Los Angeles;EH-13945;2017-01-16;2022-06-21;04:41:50;train.csv
US-2016-150630;2016-09-17;2016/09/21;Standard Class;Philadelphia;TB-21520;2016-09-17;2022-06-21;04:41:50;train.csv
US-2016-150630;2016-09-17;2016/09/21;Standard Class;Philadelphia;TB-21520;2016-09-17;2022-06-21;04:41:50;train.csv
US-2016-150630;2016-09-17;2016/09/21;Standard Class;Philadelphia;TB-21520;2016-09-17;2022-06-21;04:41:50;train.csv
US-2016-150630;2016-09-17;2016/09/21;Standard Class;Philadelphia;TB-21520;2016-09-17;2022-06-21;04:41:50;train.csv
US-2016-150630;2016-09-17;2016/09/21;Standard Class;Philadelphia;TB-21520;2016-09-17;2022-06-21;04:41:50;train.csv
US-2016-150630;2016-09-17;2016/09/21;Standard Class;Philadelphia;TB-21520;2016-09-17;2022-06-21;04:41:50;train.csv
US-2016-150630;2016-09-17;2016/09/21;Standard Class;Philadelphia;TB-21520;2016-09-17;2022-06-21;04:41:50;train.csv
CA-2018-107727;2018-10-19;2018/10/23;Second Class;Houston;MA-17560;2018-10-19;2022-06-21;04:41:50;train.csv
CA-2017-117590;2017-08-12;2017/10/12;First Class;Richardson;GH-14485;2017-08-12;2022-06-21;04:41:50;train.csv
CA-2017-117590;2017-08-12;2017/10/12;First Class;Richardson;GH-14485;2017-08-12;2022-06-21;04:41:50;train.csv
CA-2016-117415;2016-12-27;2016/12/31;Standard Class;Houston;SN-20710;2016-12-27;2022-06-21;04:41:50;train.csv
CA-2016-117415;2016-12-27;2016/12/31;Standard Class;Houston;SN-20710;2016-12-27;2022-06-21;04:41:50;train.csv
CA-2016-117415;2016-12-27;2016/12/31;Standard Class;Houston;SN-20710;2016-12-27;2022-06-21;04:41:50;train.csv
CA-2016-117415;2016-12-27;2016/12/31;Standard Class;Houston;SN-20710;2016-12-27;2022-06-21;04:41:50;train.csv
CA-2018-120999;2018-10-09;2018/09/15;Standard Class;Naperville;LC-16930;2018-10-09;2022-06-21;04:41:50;train.csv
CA-2017-101343;2017-07-17;2017/07/22;Standard Class;Los Angeles;RA-19885;2017-07-17;2022-06-21;04:41:50;train.csv
CA-2018-139619;2018-09-19;2018/09/23;Standard Class;Melbourne;ES-14080;2018-09-19;2022-06-21;04:41:50;train.csv
CA-2017-118255;2017-11-03;2017/03/13;First Class;Eagan;ON-18715;2017-11-03;2022-06-21;04:41:50;train.csv
CA-2017-118255;2017-11-03;2017/03/13;First Class;Eagan;ON-18715;2017-11-03;2022-06-21;04:41:50;train.csv
CA-2015-146703;2015-10-20;2015/10/25;Second Class;Westland;PO-18865;2015-10-20;2022-06-21;04:41:50;train.csv
CA-2017-169194;2017-06-20;2017/06/25;Standard Class;Dover;LH-16900;2017-06-20;2022-06-21;04:41:50;train.csv
CA-2017-169194;2017-06-20;2017/06/25;Standard Class;Dover;LH-16900;2017-06-20;2022-06-21;04:41:50;train.csv
CA-2016-115742;2016-04-18;2016/04/22;Standard Class;New Albany;DP-13000;2016-04-18;2022-06-21;04:41:50;train.csv
CA-2016-115742;2016-04-18;2016/04/22;Standard Class;New Albany;DP-13000;2016-04-18;2022-06-21;04:41:50;train.csv
CA-2016-115742;2016-04-18;2016/04/22;Standard Class;New Albany;DP-13000;2016-04-18;2022-06-21;04:41:50;train.csv
CA-2016-115742;2016-04-18;2016/04/22;Standard Class;New Albany;DP-13000;2016-04-18;2022-06-21;04:41:50;train.csv
CA-2017-105816;2017-11-12;2017/12/17;Standard Class;New York City;JM-15265;2017-11-12;2022-06-21;04:41:50;train.csv
CA-2017-105816;2017-11-12;2017/12/17;Standard Class;New York City;JM-15265;2017-11-12;2022-06-21;04:41:50;train.csv
CA-2017-111682;2017-06-17;2017/06/18;First Class;Troy;TB-21055;2017-06-17;2022-06-21;04:41:50;train.csv
CA-2017-111682;2017-06-17;2017/06/18;First Class;Troy;TB-21055;2017-06-17;2022-06-21;04:41:50;train.csv
CA-2017-111682;2017-06-17;2017/06/18;First Class;Troy;TB-21055;2017-06-17;2022-06-21;04:41:50;train.csv
CA-2017-111682;2017-06-17;2017/06/18;First Class;Troy;TB-21055;2017-06-17;2022-06-21;04:41:50;train.csv
CA-2017-111682;2017-06-17;2017/06/18;First Class;Troy;TB-21055;2017-06-17;2022-06-21;04:41:50;train.csv
CA-2017-111682;2017-06-17;2017/06/18;First Class;Troy;TB-21055;2017-06-17;2022-06-21;04:41:50;train.csv
CA-2017-111682;2017-06-17;2017/06/18;First Class;Troy;TB-21055;2017-06-17;2022-06-21;04:41:50;train.csv
CA-2016-135545;2016-11-24;2016/11/30;Standard Class;Los Angeles;KM-16720;2016-11-24;2022-06-21;04:41:50;train.csv
CA-2016-135545;2016-11-24;2016/11/30;Standard Class;Los Angeles;KM-16720;2016-11-24;2022-06-21;04:41:50;train.csv
CA-2016-135545;2016-11-24;2016/11/30;Standard Class;Los Angeles;KM-16720;2016-11-24;2022-06-21;04:41:50;train.csv
CA-2016-135545;2016-11-24;2016/11/30;Standard Class;Los Angeles;KM-16720;2016-11-24;2022-06-21;04:41:50;train.csv
US-2016-164175;2016-04-30;2016/05/05;Standard Class;Chicago;PS-18970;2016-04-30;2022-06-21;04:41:50;train.csv
CA-2015-106376;2015-05-12;2015/10/12;Standard Class;Gilbert;BS-11590;2015-05-12;2022-06-21;04:41:50;train.csv
CA-2015-106376;2015-05-12;2015/10/12;Standard Class;Gilbert;BS-11590;2015-05-12;2022-06-21;04:41:50;train.csv
CA-2017-119823;2017-04-06;2017/06/06;First Class;Springfield;KD-16270;2017-04-06;2022-06-21;04:41:50;train.csv
CA-2017-106075;2017-09-18;2017/09/23;Standard Class;New York City;HM-14980;2017-09-18;2022-06-21;04:41:50;train.csv
CA-2018-114440;2018-09-14;2018/09/17;Second Class;Jackson;TB-21520;2018-09-14;2022-06-21;04:41:50;train.csv
US-2016-134026;2016-04-26;2016/02/05;Standard Class;Memphis;JE-15745;2016-04-26;2022-06-21;04:41:50;train.csv
US-2016-134026;2016-04-26;2016/02/05;Standard Class;Memphis;JE-15745;2016-04-26;2022-06-21;04:41:50;train.csv
US-2016-134026;2016-04-26;2016/02/05;Standard Class;Memphis;JE-15745;2016-04-26;2022-06-21;04:41:50;train.csv
US-2018-118038;2018-09-12;2018/11/12;First Class;Houston;KB-16600;2018-09-12;2022-06-21;04:41:50;train.csv
US-2018-118038;2018-09-12;2018/11/12;First Class;Houston;KB-16600;2018-09-12;2022-06-21;04:41:50;train.csv
US-2018-118038;2018-09-12;2018/11/12;First Class;Houston;KB-16600;2018-09-12;2022-06-21;04:41:50;train.csv
US-2015-147606;2015-11-26;2015/01/12;Second Class;Houston;JE-15745;2015-11-26;2022-06-21;04:41:50;train.csv
CA-2017-127208;2017-12-06;2017/06/15;First Class;Decatur;SC-20770;2017-12-06;2022-06-21;04:41:50;train.csv
CA-2017-127208;2017-12-06;2017/06/15;First Class;Decatur;SC-20770;2017-12-06;2022-06-21;04:41:50;train.csv
CA-2015-139451;2015-12-10;2015/10/16;Standard Class;San Francisco;DN-13690;2015-12-10;2022-06-21;04:41:50;train.csv
CA-2015-139451;2015-12-10;2015/10/16;Standard Class;San Francisco;DN-13690;2015-12-10;2022-06-21;04:41:50;train.csv
CA-2016-149734;2016-03-09;2016/08/09;Standard Class;Durham;JC-16105;2016-03-09;2022-06-21;04:41:50;train.csv
US-2018-119662;2018-11-13;2018/11/16;First Class;Chicago;CS-12400;2018-11-13;2022-06-21;04:41:50;train.csv
CA-2018-140088;2018-05-28;2018/05/30;Second Class;Columbia;PO-18865;2018-05-28;2022-06-21;04:41:50;train.csv
CA-2018-155558;2018-10-26;2018/02/11;Standard Class;Rochester;PG-18895;2018-10-26;2022-06-21;04:41:50;train.csv
CA-2018-155558;2018-10-26;2018/02/11;Standard Class;Rochester;PG-18895;2018-10-26;2022-06-21;04:41:50;train.csv
CA-2017-159695;2017-05-04;2017/10/04;Second Class;Houston;GM-14455;2017-05-04;2022-06-21;04:41:50;train.csv
CA-2017-109806;2017-09-17;2017/09/22;Standard Class;Los Angeles;JS-15685;2017-09-17;2022-06-21;04:41:50;train.csv
CA-2017-109806;2017-09-17;2017/09/22;Standard Class;Los Angeles;JS-15685;2017-09-17;2022-06-21;04:41:50;train.csv
CA-2017-109806;2017-09-17;2017/09/22;Standard Class;Los Angeles;JS-15685;2017-09-17;2022-06-21;04:41:50;train.csv
CA-2016-149587;2016-01-31;2016/05/02;Second Class;Minneapolis;KB-16315;2016-01-31;2022-06-21;04:41:50;train.csv
CA-2016-149587;2016-01-31;2016/05/02;Second Class;Minneapolis;KB-16315;2016-01-31;2022-06-21;04:41:50;train.csv
CA-2016-149587;2016-01-31;2016/05/02;Second Class;Minneapolis;KB-16315;2016-01-31;2022-06-21;04:41:50;train.csv
US-2018-109484;2018-06-11;2018/12/11;Standard Class;Portland;RB-19705;2018-06-11;2022-06-21;04:41:50;train.csv
CA-2018-161018;2018-09-11;2018/11/11;Second Class;New York City;PN-18775;2018-09-11;2022-06-21;04:41:50;train.csv
CA-2018-157833;2018-06-17;2018/06/20;First Class;San Francisco;KD-16345;2018-06-17;2022-06-21;04:41:50;train.csv
CA-2017-149223;2017-06-09;2017/11/09;Standard Class;Saint Paul;ER-13855;2017-06-09;2022-06-21;04:41:50;train.csv
CA-2017-158568;2017-08-29;2017/02/09;Standard Class;Chicago;RB-19465;2017-08-29;2022-06-21;04:41:50;train.csv
CA-2017-158568;2017-08-29;2017/02/09;Standard Class;Chicago;RB-19465;2017-08-29;2022-06-21;04:41:50;train.csv
CA-2017-158568;2017-08-29;2017/02/09;Standard Class;Chicago;RB-19465;2017-08-29;2022-06-21;04:41:50;train.csv
CA-2017-129903;2017-01-12;2017/04/12;Second Class;Rochester;GZ-14470;2017-01-12;2022-06-21;04:41:50;train.csv
US-2016-156867;2016-11-13;2016/11/17;Standard Class;Aurora;LC-16870;2016-11-13;2022-06-21;04:41:50;train.csv
US-2016-156867;2016-11-13;2016/11/17;Standard Class;Aurora;LC-16870;2016-11-13;2022-06-21;04:41:50;train.csv
US-2016-156867;2016-11-13;2016/11/17;Standard Class;Aurora;LC-16870;2016-11-13;2022-06-21;04:41:50;train.csv
CA-2018-119004;2018-11-23;2018/11/28;Standard Class;Charlotte;JM-15250;2018-11-23;2022-06-21;04:41:50;train.csv
CA-2018-119004;2018-11-23;2018/11/28;Standard Class;Charlotte;JM-15250;2018-11-23;2022-06-21;04:41:50;train.csv
CA-2018-119004;2018-11-23;2018/11/28;Standard Class;Charlotte;JM-15250;2018-11-23;2022-06-21;04:41:50;train.csv
CA-2016-129476;2016-10-15;2016/10/20;Standard Class;Orland Park;PA-19060;2016-10-15;2022-06-21;04:41:50;train.csv
CA-2018-146780;2018-12-25;2018/12/30;Standard Class;New York City;CV-12805;2018-12-25;2022-06-21;04:41:50;train.csv
CA-2017-128867;2017-03-11;2017/10/11;Standard Class;Urbandale;CL-12565;2017-03-11;2022-06-21;04:41:50;train.csv
CA-2017-128867;2017-03-11;2017/10/11;Standard Class;Urbandale;CL-12565;2017-03-11;2022-06-21;04:41:50;train.csv
CA-2015-115259;2015-08-25;2015/08/27;Second Class;Columbus;RC-19960;2015-08-25;2022-06-21;04:41:50;train.csv
CA-2015-115259;2015-08-25;2015/08/27;Second Class;Columbus;RC-19960;2015-08-25;2022-06-21;04:41:50;train.csv
CA-2015-115259;2015-08-25;2015/08/27;Second Class;Columbus;RC-19960;2015-08-25;2022-06-21;04:41:50;train.csv
CA-2015-115259;2015-08-25;2015/08/27;Second Class;Columbus;RC-19960;2015-08-25;2022-06-21;04:41:50;train.csv
CA-2016-110457;2016-02-03;2016/06/03;Standard Class;Seattle;DK-13090;2016-02-03;2022-06-21;04:41:50;train.csv
US-2016-136476;2016-05-04;2016/10/04;Standard Class;Bristol;GG-14650;2016-05-04;2022-06-21;04:41:50;train.csv
CA-2017-103730;2017-12-06;2017/06/15;First Class;Wilmington;SC-20725;2017-12-06;2022-06-21;04:41:50;train.csv
CA-2017-103730;2017-12-06;2017/06/15;First Class;Wilmington;SC-20725;2017-12-06;2022-06-21;04:41:50;train.csv
CA-2017-103730;2017-12-06;2017/06/15;First Class;Wilmington;SC-20725;2017-12-06;2022-06-21;04:41:50;train.csv
CA-2017-103730;2017-12-06;2017/06/15;First Class;Wilmington;SC-20725;2017-12-06;2022-06-21;04:41:50;train.csv
CA-2017-103730;2017-12-06;2017/06/15;First Class;Wilmington;SC-20725;2017-12-06;2022-06-21;04:41:50;train.csv
US-2015-152030;2015-12-26;2015/12/28;Second Class;Houston;AD-10180;2015-12-26;2022-06-21;04:41:50;train.csv
US-2015-134614;2015-09-20;2015/09/25;Standard Class;Bloomington;PF-19165;2015-09-20;2022-06-21;04:41:50;train.csv
US-2018-107272;2018-05-11;2018/12/11;Standard Class;Phoenix;TS-21610;2018-05-11;2022-06-21;04:41:50;train.csv
US-2018-107272;2018-05-11;2018/12/11;Standard Class;Phoenix;TS-21610;2018-05-11;2022-06-21;04:41:50;train.csv
US-2017-125969;2017-06-11;2017/10/11;Second Class;Los Angeles;LS-16975;2017-06-11;2022-06-21;04:41:50;train.csv
US-2017-125969;2017-06-11;2017/10/11;Second Class;Los Angeles;LS-16975;2017-06-11;2022-06-21;04:41:50;train.csv
US-2018-164147;2018-02-02;2018/05/02;First Class;Columbus;DW-13585;2018-02-02;2022-06-21;04:41:50;train.csv
US-2018-164147;2018-02-02;2018/05/02;First Class;Columbus;DW-13585;2018-02-02;2022-06-21;04:41:50;train.csv
US-2018-164147;2018-02-02;2018/05/02;First Class;Columbus;DW-13585;2018-02-02;2022-06-21;04:41:50;train.csv
CA-2017-145583;2017-10-13;2017/10/19;Standard Class;Roseville;LC-16885;2017-10-13;2022-06-21;04:41:50;train.csv
CA-2017-145583;2017-10-13;2017/10/19;Standard Class;Roseville;LC-16885;2017-10-13;2022-06-21;04:41:50;train.csv
CA-2017-145583;2017-10-13;2017/10/19;Standard Class;Roseville;LC-16885;2017-10-13;2022-06-21;04:41:50;train.csv
CA-2017-145583;2017-10-13;2017/10/19;Standard Class;Roseville;LC-16885;2017-10-13;2022-06-21;04:41:50;train.csv
CA-2017-145583;2017-10-13;2017/10/19;Standard Class;Roseville;LC-16885;2017-10-13;2022-06-21;04:41:50;train.csv
CA-2017-145583;2017-10-13;2017/10/19;Standard Class;Roseville;LC-16885;2017-10-13;2022-06-21;04:41:50;train.csv
CA-2017-145583;2017-10-13;2017/10/19;Standard Class;Roseville;LC-16885;2017-10-13;2022-06-21;04:41:50;train.csv
CA-2017-110366;2017-05-09;2017/07/09;Second Class;Philadelphia;JD-15895;2017-05-09;2022-06-21;04:41:50;train.csv
CA-2018-106180;2018-09-18;2018/09/23;Standard Class;San Francisco;SH-19975;2018-09-18;2022-06-21;04:41:50;train.csv
CA-2018-106180;2018-09-18;2018/09/23;Standard Class;San Francisco;SH-19975;2018-09-18;2022-06-21;04:41:50;train.csv
CA-2018-106180;2018-09-18;2018/09/23;Standard Class;San Francisco;SH-19975;2018-09-18;2022-06-21;04:41:50;train.csv
CA-2018-155376;2018-12-22;2018/12/27;Standard Class;Independence;SG-20080;2018-12-22;2022-06-21;04:41:50;train.csv
CA-2016-110744;2016-07-09;2016/12/09;Standard Class;Pasadena;HA-14920;2016-07-09;2022-06-21;04:41:50;train.csv
CA-2015-110072;2015-10-22;2015/10/28;Standard Class;Newark;MG-17680;2015-10-22;2022-06-21;04:41:50;train.csv
CA-2017-114489;2017-05-12;2017/09/12;Standard Class;Franklin;JE-16165;2017-05-12;2022-06-21;04:41:50;train.csv
CA-2017-114489;2017-05-12;2017/09/12;Standard Class;Franklin;JE-16165;2017-05-12;2022-06-21;04:41:50;train.csv
CA-2017-114489;2017-05-12;2017/09/12;Standard Class;Franklin;JE-16165;2017-05-12;2022-06-21;04:41:50;train.csv
CA-2017-114489;2017-05-12;2017/09/12;Standard Class;Franklin;JE-16165;2017-05-12;2022-06-21;04:41:50;train.csv
CA-2017-158834;2017-03-13;2017/03/16;First Class;Scottsdale;TW-21025;2017-03-13;2022-06-21;04:41:50;train.csv
CA-2017-158834;2017-03-13;2017/03/16;First Class;Scottsdale;TW-21025;2017-03-13;2022-06-21;04:41:50;train.csv
CA-2016-124919;2016-05-31;2016/02/06;First Class;San Jose;SP-20650;2016-05-31;2022-06-21;04:41:50;train.csv
CA-2016-124919;2016-05-31;2016/02/06;First Class;San Jose;SP-20650;2016-05-31;2022-06-21;04:41:50;train.csv
CA-2016-124919;2016-05-31;2016/02/06;First Class;San Jose;SP-20650;2016-05-31;2022-06-21;04:41:50;train.csv
CA-2016-118948;2016-05-28;2016/03/06;Standard Class;Seattle;NK-18490;2016-05-28;2022-06-21;04:41:50;train.csv
CA-2015-104269;2015-01-03;2015/06/03;Second Class;Seattle;DB-13060;2015-01-03;2022-06-21;04:41:50;train.csv
CA-2017-114104;2017-11-20;2017/11/24;Standard Class;Edmond;NP-18670;2017-11-20;2022-06-21;04:41:50;train.csv
CA-2017-114104;2017-11-20;2017/11/24;Standard Class;Edmond;NP-18670;2017-11-20;2022-06-21;04:41:50;train.csv
CA-2017-162733;2017-11-05;2017/12/05;First Class;Los Angeles;TT-21070;2017-11-05;2022-06-21;04:41:50;train.csv
CA-2016-119697;2016-12-28;2016/12/31;Second Class;Philadelphia;EM-13960;2016-12-28;2022-06-21;04:41:50;train.csv
CA-2017-154508;2017-11-16;2017/11/20;Standard Class;Carlsbad;RD-19900;2017-11-16;2022-06-21;04:41:50;train.csv
CA-2017-113817;2017-07-11;2017/11/11;Standard Class;Seattle;MJ-17740;2017-07-11;2022-06-21;04:41:50;train.csv
CA-2015-139892;2015-08-09;2015/12/09;Standard Class;San Antonio;BM-11140;2015-08-09;2022-06-21;04:41:50;train.csv
CA-2015-139892;2015-08-09;2015/12/09;Standard Class;San Antonio;BM-11140;2015-08-09;2022-06-21;04:41:50;train.csv
CA-2015-139892;2015-08-09;2015/12/09;Standard Class;San Antonio;BM-11140;2015-08-09;2022-06-21;04:41:50;train.csv
CA-2015-139892;2015-08-09;2015/12/09;Standard Class;San Antonio;BM-11140;2015-08-09;2022-06-21;04:41:50;train.csv
CA-2015-139892;2015-08-09;2015/12/09;Standard Class;San Antonio;BM-11140;2015-08-09;2022-06-21;04:41:50;train.csv
CA-2015-139892;2015-08-09;2015/12/09;Standard Class;San Antonio;BM-11140;2015-08-09;2022-06-21;04:41:50;train.csv
CA-2015-139892;2015-08-09;2015/12/09;Standard Class;San Antonio;BM-11140;2015-08-09;2022-06-21;04:41:50;train.csv
CA-2015-118962;2015-05-08;2015/09/08;Standard Class;Los Angeles;CS-12130;2015-05-08;2022-06-21;04:41:50;train.csv
CA-2015-118962;2015-05-08;2015/09/08;Standard Class;Los Angeles;CS-12130;2015-05-08;2022-06-21;04:41:50;train.csv
CA-2015-118962;2015-05-08;2015/09/08;Standard Class;Los Angeles;CS-12130;2015-05-08;2022-06-21;04:41:50;train.csv
US-2015-100853;2015-09-14;2015/09/19;Standard Class;Chicago;JB-15400;2015-09-14;2022-06-21;04:41:50;train.csv
US-2015-100853;2015-09-14;2015/09/19;Standard Class;Chicago;JB-15400;2015-09-14;2022-06-21;04:41:50;train.csv
US-2018-152366;2018-04-21;2018/04/25;Second Class;Houston;SJ-20500;2018-04-21;2022-06-21;04:41:50;train.csv
US-2016-101511;2016-11-21;2016/11/23;Second Class;Newark;JE-15745;2016-11-21;2022-06-21;04:41:50;train.csv
US-2016-101511;2016-11-21;2016/11/23;Second Class;Newark;JE-15745;2016-11-21;2022-06-21;04:41:50;train.csv
CA-2016-137225;2016-12-15;2016/12/19;Standard Class;New York City;JK-15640;2016-12-15;2022-06-21;04:41:50;train.csv
CA-2015-166191;2015-05-12;2015/09/12;Second Class;Decatur;DK-13150;2015-05-12;2022-06-21;04:41:50;train.csv
CA-2015-166191;2015-05-12;2015/09/12;Second Class;Decatur;DK-13150;2015-05-12;2022-06-21;04:41:50;train.csv
CA-2015-158274;2015-11-19;2015/11/24;Second Class;Monroe;RM-19675;2015-11-19;2022-06-21;04:41:50;train.csv
CA-2015-158274;2015-11-19;2015/11/24;Second Class;Monroe;RM-19675;2015-11-19;2022-06-21;04:41:50;train.csv
CA-2015-158274;2015-11-19;2015/11/24;Second Class;Monroe;RM-19675;2015-11-19;2022-06-21;04:41:50;train.csv
CA-2017-105018;2017-11-28;2017/02/12;Standard Class;Fairfield;SK-19990;2017-11-28;2022-06-21;04:41:50;train.csv
CA-2015-123260;2015-08-26;2015/08/30;Standard Class;Los Angeles;FM-14290;2015-08-26;2022-06-21;04:41:50;train.csv
CA-2017-157000;2017-07-16;2017/07/22;Standard Class;Grand Prairie;AM-10360;2017-07-16;2022-06-21;04:41:50;train.csv
CA-2017-157000;2017-07-16;2017/07/22;Standard Class;Grand Prairie;AM-10360;2017-07-16;2022-06-21;04:41:50;train.csv
CA-2016-102281;2016-12-10;2016/10/14;First Class;New York City;MP-17470;2016-12-10;2022-06-21;04:41:50;train.csv
CA-2016-102281;2016-12-10;2016/10/14;First Class;New York City;MP-17470;2016-12-10;2022-06-21;04:41:50;train.csv
CA-2016-102281;2016-12-10;2016/10/14;First Class;New York City;MP-17470;2016-12-10;2022-06-21;04:41:50;train.csv
CA-2016-102281;2016-12-10;2016/10/14;First Class;New York City;MP-17470;2016-12-10;2022-06-21;04:41:50;train.csv
CA-2016-102281;2016-12-10;2016/10/14;First Class;New York City;MP-17470;2016-12-10;2022-06-21;04:41:50;train.csv
CA-2016-131457;2016-10-31;2016/06/11;Standard Class;Redlands;MZ-17515;2016-10-31;2022-06-21;04:41:50;train.csv
CA-2015-140004;2015-03-21;2015/03/25;Standard Class;Hamilton;CB-12025;2015-03-21;2022-06-21;04:41:50;train.csv
CA-2015-140004;2015-03-21;2015/03/25;Standard Class;Hamilton;CB-12025;2015-03-21;2022-06-21;04:41:50;train.csv
CA-2018-107720;2018-06-11;2018/11/13;Standard Class;Westfield;VM-21685;2018-06-11;2022-06-21;04:41:50;train.csv
US-2018-124303;2018-06-07;2018/07/13;Standard Class;Philadelphia;FH-14365;2018-06-07;2022-06-21;04:41:50;train.csv
US-2018-124303;2018-06-07;2018/07/13;Standard Class;Philadelphia;FH-14365;2018-06-07;2022-06-21;04:41:50;train.csv
CA-2018-105074;2018-06-24;2018/06/29;Standard Class;Akron;MB-17305;2018-06-24;2022-06-21;04:41:50;train.csv
CA-2015-133690;2015-03-08;2015/05/08;First Class;Denver;BS-11755;2015-03-08;2022-06-21;04:41:50;train.csv
CA-2015-133690;2015-03-08;2015/05/08;First Class;Denver;BS-11755;2015-03-08;2022-06-21;04:41:50;train.csv
US-2018-116701;2018-12-17;2018/12/21;Second Class;Dallas;LC-17140;2018-12-17;2022-06-21;04:41:50;train.csv
CA-2018-126382;2018-03-06;2018/07/06;Standard Class;Franklin;HK-14890;2018-03-06;2022-06-21;04:41:50;train.csv
CA-2018-108329;2018-09-12;2018/12/14;Standard Class;Whittier;LE-16810;2018-09-12;2022-06-21;04:41:50;train.csv
CA-2018-135860;2018-01-12;2018/07/12;Standard Class;Saginaw;JH-15985;2018-01-12;2022-06-21;04:41:50;train.csv
CA-2018-135860;2018-01-12;2018/07/12;Standard Class;Saginaw;JH-15985;2018-01-12;2022-06-21;04:41:50;train.csv
CA-2018-135860;2018-01-12;2018/07/12;Standard Class;Saginaw;JH-15985;2018-01-12;2022-06-21;04:41:50;train.csv
CA-2018-135860;2018-01-12;2018/07/12;Standard Class;Saginaw;JH-15985;2018-01-12;2022-06-21;04:41:50;train.csv
CA-2018-135860;2018-01-12;2018/07/12;Standard Class;Saginaw;JH-15985;2018-01-12;2022-06-21;04:41:50;train.csv
CA-2016-101007;2016-09-02;2016/02/13;Second Class;Dallas;MS-17980;2016-09-02;2022-06-21;04:41:50;train.csv
CA-2016-146262;2016-02-01;2016/09/01;Standard Class;Medina;VW-21775;2016-02-01;2022-06-21;04:41:50;train.csv
CA-2016-146262;2016-02-01;2016/09/01;Standard Class;Medina;VW-21775;2016-02-01;2022-06-21;04:41:50;train.csv
